Date,Open,High,Low,Close,Mcap,TurnOver
2010-06-03,9290.35,9404.1,9288.5,9387.7,5303900,10684530
2010-06-04,9402.8,9490.95,9363.3,9455.95,5349268,12301670
2010-06-07,9221.8,9328.15,9192.7,9292.6,5264514,11608610
2010-06-08,9291.25,9387.1,9143.5,9185.3,5220667,12420740
2010-06-09,9195.9,9341.3,9182.45,9238.2,5243455,12163640
2010-06-10,9233.55,9367.45,9215.35,9346.45,5309686,13587860
2010-06-11,9428.85,9463.05,9386.7,9451.75,5357000,12344010
2010-06-14,9496.35,9549.9,9468.75,9534.1,5399169,9069511
2010-06-15,9524.9,9566.3,9422.95,9554.4,5412176,8946968
2010-06-16,9629.65,9629.65,9527.4,9588.9,5413704,11520910
2010-06-17,9582.95,9636.8,9446.3,9613.4,5414397,18464760
2010-06-18,9600.7,9611.55,9544.3,9576.25,5410021,12230810
2010-06-21,9626.4,9793.15,9626.4,9758.05,5499379,11868400
2010-06-22,9739.05,9762.6,9665.3,9675.5,5451460,9012198
2010-06-23,9622.75,9744.15,9622.1,9718.95,5466640,9307751
2010-06-24,9706.9,9731.5,9617.7,9673.6,5453996,27153110
2010-06-25,9627.6,9627.6,9429.7,9451.1,5342667,11585080
2010-06-28,9456.1,9551.9,9436.75,9542.2,5391101,8815645
2010-06-29,9513.05,9513.05,9348.4,9381.4,5318834,11584580
2010-06-30,9344,9486.75,9301.4,9464.6,5358230,12923690
2010-07-01,9403.95,9412.8,9303.05,9349.4,5302947,11052600
2010-07-02,9363.6,9410.3,9330.3,9357.15,5309297,8323812
2010-07-05,9335.45,9415.85,9312.1,9385.35,5331735,5133299
2010-07-06,9388.7,9564.8,9383.25,9550.9,5416628,8996607
2010-07-07,9534.95,9534.95,9430.5,9449.25,5367781,7458080
2010-07-08,9516.7,9615.15,9516.7,9566.6,5434197,9569719
2010-07-09,9616.6,9726.5,9616.6,9713.7,5504648,11997460
2010-07-12,9745.9,9864.4,9745.9,9850.6,5568963,13376260
2010-07-13,9737.65,9940.75,9737.65,9931.6,5614975,11246360
2010-07-14,10009,10061.95,9928.4,9956.65,5640862,14234340
2010-07-15,9967.25,9995.75,9885.55,9932.1,5637182,12180310
2010-07-16,9951.3,10026.25,9941.7,10013.45,5677784,12842210
2010-07-19,10001.9,10078.4,9956.65,10032.5,5694511,13096150
2010-07-20,10081.75,10106.85,9949.05,9976,5669054,8517392
2010-07-21,10003.5,10037.5,9940.95,9992.15,5667384,9962822
2010-07-22,9954.9,10069.2,9914.85,10060.25,5703822,13241390
2010-07-23,10088.25,10120.6,10034.45,10093.9,5724627,15926380
2010-07-26,10108.9,10152.5,9998.95,10024,5655116,10061810
2010-07-27,10035.65,10128.6,9951.55,10090.65,5693606,14965470
2010-07-28,10093.9,10117,10024.4,10068.15,5700635,11339130
2010-07-29,10038.6,10207.2,10032.05,10179.7,5751633,16833510
2010-07-30,10152.5,10243.9,10116.7,10161,5764971,17700070
2010-08-02,10258.35,10436.4,10255.4,10411.5,5911153,18728100
2010-08-03,10452.15,10542.9,10448.15,10502.65,5953622,5102496
2010-08-04,10511.05,10525.85,10412.65,10489.3,5936700,12667980
2010-08-05,10444.6,10539.65,10441.5,10454.9,5940357,13889190
2010-08-06,10442.25,10476.7,10364.95,10383.65,5896165,10821890
2010-08-09,10407.55,10534,10393.5,10524.1,5967555,10961160
2010-08-10,10507.45,10578.85,10473.55,10519.95,5948917,14671010
2010-08-11,10506.05,10545.5,10391.9,10428.65,5904639,11718200
2010-08-12,10308.15,10614.2,10308.15,10583.65,6050174,28241160
2010-08-13,10603.9,10782.2,10603.9,10737.35,6145833,21127080
2010-08-16,10732.05,10778.25,10645.45,10680.55,6128201,12803280
2010-08-17,10709.15,10810.3,10705.65,10770.25,6198820,15644870
2010-08-18,10790.85,10931.65,10756.55,10894.05,6253856,17557830
2010-08-19,10920.4,11126.95,10895.85,11110.5,6342684,16775430
2010-08-20,11058.55,11105,11005.5,11033.75,6306410,10356960
2010-08-23,11024.5,11115.55,10971.7,11095.5,6340919,11270910
2010-08-24,11082.95,11125.8,10979.5,11043,6311275,14767350
2010-08-25,10993,11029.25,10917.1,10937.85,6261185,12234480
2010-08-26,10941.8,11042.15,10941.8,10981.7,6302196,18814510
2010-08-27,11003.25,11003.25,10681.6,10727.45,6157878,10739490
2010-08-30,10834.4,10873.3,10671.45,10747.25,6191962,7894570
2010-08-31,10699.05,10771,10653.3,10746.35,6177251,11521320
2010-09-01,10761.65,10895.55,10761.65,10879.75,6248710,12018980
2010-09-02,10931.4,11001.65,10931.4,10980.6,6296162,11797840
2010-09-03,10992.15,11017.15,10938.9,10991.2,6310233,7638767
2010-09-06,11033.6,11261.15,11033.6,11218.8,6430559,13513810
2010-09-07,11236.65,11247.15,11156.85,11192.95,6411670,10591390
2010-09-08,11110.35,11256.2,11099.3,11190.05,6437786,15202510
2010-09-09,11223.65,11468.75,11223.65,11446.7,6590651,22945060
2010-09-13,11489.5,11905.2,11489.5,11872.85,6841712,30533920
2010-09-14,11902.8,12042.6,11893.35,11928.35,6862029,22654630
2010-09-15,11917.45,12022.35,11917.45,11987.6,6878074,20383840
2010-09-16,11960.65,12236.85,11960.6,12032.05,6904537,27862010
2010-09-17,12071.7,12175.8,12037.35,12104.1,6940362,15751000
2010-09-20,12109.05,12291,12067.4,12251.2,7050336,14734900
2010-09-21,12288.1,12335.1,12173.2,12244.95,7037185,19876740
2010-09-22,12248.1,12340,12177.8,12305.7,7087117,21330380
2010-09-23,12312.55,12327.8,12111.4,12146.3,7010599,13775560
2010-09-24,12083.3,12287.95,12068.4,12263.55,7070651,17413040
2010-09-27,12323.45,12363.35,12227.75,12253.2,7082989,13538240
2010-09-28,12242.75,12295.85,12163.35,12272.4,7102386,16411260
2010-09-29,12324.5,12342.55,12220.9,12237.55,7093678,14512080
2010-09-30,12210.75,12410.6,12178.9,12366.35,7161802,25722140
2010-10-01,12390.9,12579.95,12376.25,12556.75,7267907,16357640
2010-10-04,12605.45,12738.5,12605.45,12651.3,7312243,14247860
2010-10-05,12638.85,12679.25,12572.25,12596.5,7304296,13103260
2010-10-06,12647.25,12728.95,12588.95,12629.2,7329013,13927620
2010-10-07,12638.4,12650.25,12512.85,12536.6,7279297,11948110
2010-10-08,12560.9,12586.7,12414.8,12473.4,7255013,14236810
2010-10-11,12514.9,12592,12457.55,12513,7285699,13184210
2010-10-12,12517.2,12521.8,12371.4,12461.8,7238786,12179050
2010-10-13,12494.7,12763.7,12459.2,12745,7407898,18485080
2010-10-14,12785.95,12827.35,12532.4,12598.85,7331461,13016910
2010-10-15,12615.5,12629.45,12324.4,12346.45,7173149,15356260
2010-10-18,12451.55,12451.55,12149.55,12331.3,7172782,21166770
2010-10-19,12415,12535.85,12212.35,12245.65,7107905,17784900
2010-10-20,12214.75,12302.7,12139.9,12176.5,7078685,15007390
2010-10-21,12219,12458.15,12190.5,12435.8,7253723,21646120
2010-10-22,12480.2,12486.55,12298.15,12384.8,7235455,16050320
2010-10-25,12423.35,12580.5,12397.4,12424.7,7257140,13964330
2010-10-26,12427.55,12435.7,12314.65,12332.65,7202910,13331860
2010-10-27,12324.85,12331.1,12097.85,12182.65,7141179,16339610
2010-10-28,12226.7,12291.15,12052.05,12105.3,7096404,36925690
2010-10-29,12145.7,12396.7,11955.55,12330.75,7153920,24049530
2010-11-01,12485.5,12779.65,12485.5,12734.9,7344639,22413970
2010-11-02,12749.95,12844.5,12685.25,12770.9,7370645,16896250
2010-11-03,12843.95,12958.1,12843.95,12891.8,7452354,15019630
2010-11-04,12987.3,13204.55,12952.15,13182.9,7639549,17845780
2010-11-05,13246.05,13303.6,13243.25,13268.7,7695667,3176166
2010-11-08,13288.05,13301.45,13078.9,13105.1,7617015,20279250
2010-11-09,13023.85,13171.1,12950.7,13121.35,7586456,26306910
2010-11-10,13092.9,13098.75,12980.85,13007.1,7517240,18259890
2010-11-11,13014.2,13068.55,12782,12823.6,7412647,16323190
2010-11-12,12788.55,12826.65,12428.8,12457.3,7188879,19243050
2010-11-15,12467.5,12789.45,12445.55,12762.15,7374496,26134140
2010-11-16,12826.9,12826.9,12436.5,12524.45,7222525,24418450
2010-11-18,12630.9,12630.9,12050.35,12315.15,7134702,36810660
2010-11-19,12325.75,12325.75,12013.65,12062.95,6973232,19804100
2010-11-22,12120.8,12414.55,12054.55,12390.1,7153640,20955440
2010-11-23,12318.8,12318.8,11891.35,12206.45,7042227,25373660
2010-11-24,12206,12292.85,11746.75,11842.55,6816846,24496420
2010-11-25,11897.9,11962.1,11608.3,11652.4,6675383,39890960
2010-11-26,11703.25,11874.55,11362.9,11668.85,6689601,31240350
2010-11-29,11731.35,11855.7,11707.85,11828.35,6775731,18399580
2010-11-30,11811.1,12031.25,11725.5,11952.6,6900616,29136440
2010-12-01,11987.7,12345.35,11963.85,12310.75,7111318,22792420
2010-12-02,12411,12535.85,12389.65,12472.6,7190748,19961050
2010-12-03,12453.25,12464.1,12232.7,12349.2,7112061,16071070
2010-12-06,12427.95,12429.45,12011.5,12051.2,6919897,21058560
2010-12-07,12040.4,12040.4,11629.5,11695.3,6719006,30707880
2010-12-08,11646,11646,11403.85,11460.2,6573062,28897800
2010-12-09,11470.65,11534,11043.95,11116.05,6380821,34459520
2010-12-10,11087.75,11482.7,10977.9,11447,6545457,34364950
2010-12-13,11527.35,11565.35,11270.1,11518.1,6594588,23708930
2010-12-14,11558.4,11623.7,11441.4,11560.5,6636689,17263400
2010-12-15,11478.85,11490.35,11150.95,11196.3,6429717,21947000
2010-12-16,11231.15,11484.95,11147.45,11424.15,6558503,25335180
2010-12-20,11401.05,11404.65,11237.2,11267.1,6457365,16000800
2010-12-21,11294.35,11571,11294.35,11537.25,6593592,17113590
2010-12-22,11597.55,11634.65,11408.15,11467.7,6562136,14044180
2010-12-23,11510.5,11541.05,11432.15,11469.05,6560957,8910558
2010-12-24,11412.65,11510.55,11390.1,11477.05,6573582,8424978
2010-12-27,11491.4,11543.9,11441.55,11470.95,6559269,7272606
2010-12-28,11497.35,11497.35,11392.9,11427.3,6532464,7955104
2010-12-29,11448.65,11627.1,11433.3,11612.9,6625575,9682301
2010-12-30,11605.05,11662.1,11573.7,11629.3,6630775,16305230
2010-12-31,11633.65,11828.4,11631.2,11791.45,6735045,13453920
2011-01-03,11882.1,11912.15,11826.95,11855.75,6768227,9092860
2011-01-04,11868.4,11872.8,11545.55,11564.05,6611968,19499790
2011-01-05,11545.75,11545.75,11265.55,11305.45,6475562,19888650
2011-01-06,11350.7,11377.1,11164.75,11186.8,6398670,21141350
2011-01-07,11146.45,11258.5,11007.9,11053.35,6322125,27460550
2011-01-10,11024.5,11072.7,10671.6,10700.65,6138028,23891590
2011-01-11,10734.2,10951.2,10620.8,10833.55,6224787,24074150
2011-01-12,10906.4,11161.15,10728.45,11128.15,6367640,27032430
2011-01-13,11125.95,11127.95,10676.5,10716.65,6131606,19391790
2011-01-14,10746.8,10907.3,10387.9,10432.9,5970624,20546370
2011-01-17,10459.6,10571.8,10373.8,10471.1,5999490,15290780
2011-01-18,10534.3,10677.95,10520.3,10618.5,6081071,14668640
2011-01-19,10646,10715.05,10562.25,10615.15,6075083,16201040
2011-01-20,10579.25,10878.8,10493.25,10798.35,6167446,19565390
2011-01-21,10750.4,10923.7,10740,10889.4,6231689,20730980
2011-01-24,10923.75,11177.85,10913.45,11151.15,6388847,29791920
2011-01-25,11183.55,11256.95,10849.4,10872.95,6265349,29018250
2011-01-27,10946.4,10970.85,10639.85,10676.15,6153231,26582250
2011-01-28,10690.05,10736.4,10481.1,10578.25,6071138,24620180
2011-01-31,10444.35,10696.3,10400.25,10641.85,6126872,19954510
2011-02-01,10683.45,10683.45,10457.8,10481.2,6039899,18543420
2011-02-02,10599,10614.95,10418.2,10470.15,6012300,15867040
2011-02-03,10460.95,10704.3,10429.5,10670.6,6131029,13830070
2011-02-04,10632.9,10772.45,10385.9,10433.85,6010586,17983710
2011-02-07,10457.8,10509.8,10354.6,10384.05,5989282,13066100
2011-02-08,10431.05,10431.05,10119.45,10147.75,5859551,18804660
2011-02-09,10131.35,10294.8,10038.15,10116.65,5816663,18283480
2011-02-10,10106.25,10227.75,10017.85,10074.1,5778152,17599900
2011-02-11,10061.4,10473.45,10061.4,10447.75,5990506,17191930
2011-02-14,10477.85,10815.7,10477.85,10802.55,6201914,15934100
2011-02-15,10821.5,11035.15,10722.7,10959.7,6298830,20601830
2011-02-16,10929.25,11024.25,10908.65,10960.7,6307761,12612990
2011-02-17,10996.25,11190.2,10918.1,11134.7,6402496,16559080
2011-02-18,11153.8,11300.45,10915.35,10949.7,6306208,24541530
2011-02-21,10935.3,11070.35,10806.3,11050.1,6361182,12751650
2011-02-22,10957.5,10957.5,10777.65,10836.8,6234194,12775080
2011-02-23,10776.8,10857.85,10628.65,10646.45,6121237,15762850
2011-02-24,10603.25,10643.25,10169,10210.75,5883784,27219630
2011-02-25,10329.65,10510.5,10263.15,10435.85,6013802,18599700
2011-02-28,10512.2,10744.85,10364.35,10435.35,6041770,21248270
2011-03-01,10541.95,10906.15,10528.35,10885.4,6276038,16821380
2011-03-03,10805,11066.4,10759.7,10914.5,6284325,23834450
2011-03-04,11008.9,11134.1,10924.1,10963.4,6315219,15405590
2011-03-07,10886.1,10886.1,10658.3,10782.25,6199311,13187310
2011-03-08,10782.6,10962.7,10779.15,10931.55,6289628,12201900
2011-03-09,10987.4,11054,10904.6,10974.8,6302749,13886760
2011-03-10,10920.65,10920.65,10783.3,10850.25,6234134,9834665
2011-03-11,10772.9,10904.2,10697.1,10740.95,6169644,11032210
2011-03-14,10730.4,10916.65,10730.4,10893.25,6260104,9377374
2011-03-15,10673.9,10784.2,10591.3,10725.8,6170882,14713750
2011-03-16,10777.1,11001.25,10777.1,10957.6,6308993,14757090
2011-03-17,10881.85,11018.3,10824.4,10851.95,6250534,20089460
2011-03-18,10882,10927.25,10699.4,10715.9,6186801,11251260
2011-03-21,10795.65,10814.75,10661.15,10723.6,6188094,8317206
2011-03-22,10759.95,10822.25,10726.25,10771.3,6225739,10289750
2011-03-23,10755.85,10972.3,10744.7,10958.1,6309696,14190130
2011-03-24,11001.75,11112.6,11001.75,11070.35,6369703,10669950
2011-03-25,11179.2,11420.4,11136.45,11387.3,6532517,16572260
2011-03-28,11348.85,11599,11348.15,11523.4,6614530,19705160
2011-03-29,11522.75,11657.6,11507.45,11582.5,6654325,17024180
2011-03-30,11625.5,11801.65,11625.5,11765.2,6779226,16772410
2011-03-31,11804.95,11898.4,11569.25,11705.45,6719555,35014460
2011-04-01,11713.05,11738.45,11540.85,11590.95,6652559,16647310
2011-04-04,11614.45,11840.7,11614.45,11804.3,6773597,13663580
2011-04-05,11853.6,11861.15,11678.1,11798.9,6785906,14228300
2011-04-06,11784.55,11838.05,11686.55,11730.05,6754094,16017390
2011-04-07,11724.75,11825,11656.7,11754.4,6773756,12937860
2011-04-08,11751.8,11853.35,11632.55,11673.25,6715230,13662570
2011-04-11,11591,11637,11551.75,11597.8,6679703,13906640
2011-04-13,11531.45,11856.35,11490.55,11839.5,6813273,16488970
2011-04-15,11810.1,11950.7,11707.6,11735.65,6773065,17919550
2011-04-18,11754.2,11887.1,11525.05,11539.75,6667782,17757810
2011-04-19,11562.95,11631.15,11482.15,11586.75,6680278,12834830
2011-04-20,11678.7,11813.7,11614.6,11794.55,6797712,12893070
2011-04-21,11857.45,11926.05,11836.95,11894.75,6856646,15391200
2011-04-25,11860.35,11978.05,11860.35,11879,6875257,15965500
2011-04-26,11903.8,11912.45,11709.8,11867.7,6868000,15995440
2011-04-27,11922.3,11936.35,11732.25,11779.85,6824776,15182330
2011-04-28,11851.75,11855.2,11659.5,11684.8,6737643,27891810
2011-04-29,11671.05,11723.25,11406.85,11483.75,6602295,18613350
2011-05-02,11509.3,11543.35,11204.65,11243.8,6448738,16177010
2011-05-03,11222.05,11349.5,10849.15,10898.3,6260329,35392390
2011-05-04,10888.45,11013.4,10797.6,10913.35,6278774,23832240
2011-05-05,10909.05,10987.6,10677.3,10730.1,6190824,18733890
2011-05-06,10751.3,11167.4,10751.3,11145.1,6411394,19954470
2011-05-09,11194.45,11213.5,10956.35,11076.5,6366400,9670598
2011-05-10,11068.6,11096.9,10945.7,11009.4,6336993,10156620
2011-05-11,11036.15,11097.25,10904.1,11059.05,6372781,13402420
2011-05-12,11009.3,11076,10865.15,10887.45,6282731,11313030
2011-05-13,10896.55,11180.4,10838.15,11020.95,6345908,15711300
2011-05-16,10975.15,10975.15,10878.65,10912.35,6282308,9632838
2011-05-17,10920.95,10972.45,10617.15,10668.85,6107849,28946080
2011-05-18,10669.6,10695.7,10550.95,10599.05,6054215,22658880
2011-05-19,10661.45,10674.7,10524.35,10558.35,6021219,14298620
2011-05-20,10582.45,10727.25,10540.95,10664.1,6070535,16534970
2011-05-23,10612.55,10612.55,10339.95,10368.25,5909188,16063690
2011-05-24,10360.95,10524.8,10360.75,10425.55,5939618,13066500
2011-05-25,10427.15,10428.25,10340.65,10355.8,5902600,17964170
2011-05-26,10404.05,10501.9,10379.25,10468.3,5958481,22031860
2011-05-27,10491.45,10735.2,10491.45,10722.65,6083435,15670220
2011-05-30,10742,10823.25,10715.1,10781.45,6111230,9666484
2011-05-31,10828.95,11036.75,10819.45,11020.85,6253900,18860440
2011-06-01,11011.2,11056.4,10959.1,11033.4,6267164,12987410
2011-06-02,10872.25,10881.4,10802.35,10839.25,6178626,12253800
2011-06-03,10860.25,10946.75,10751.1,10782,6139988,10689960
2011-06-06,10734.25,10873.9,10682.3,10854.65,6175383,9780647
2011-06-07,10799.35,10918.25,10796.15,10873.45,6194730,7853042
2011-06-08,10816.4,10882.3,10764.7,10791.45,6148952,9037338
2011-06-09,10775.45,10850.35,10734.75,10785.4,6139079,9850888
2011-06-10,10800.45,10814.85,10627.6,10714.25,6102647,9309069
2011-06-13,10675.3,10757.4,10616.05,10717.5,6093997,9267413
2011-06-14,10737.3,10830.4,10737.3,10803.95,6129625,12374670
2011-06-15,10789.9,10795.85,10608.8,10626.65,6032442,10771460
2011-06-16,10550.65,10706,10502.4,10572.15,6004372,15049540
2011-06-17,10652.85,10652.85,10548.2,10598.25,6016778,10460620
2011-06-20,10592.65,10618.4,10340.4,10484.3,5952568,11801300
2011-06-21,10503.75,10645.1,10426.85,10459.15,5935315,12459280
2011-06-22,10526.4,10551.8,10435.05,10475.2,5939738,9551671
2011-06-23,10453.1,10553.35,10421.65,10526.45,5961669,8596520
2011-06-24,10576.5,10875.25,10576.5,10854.5,6154868,17964270
2011-06-27,10808.9,11068.6,10774.1,11032.5,6260806,18273640
2011-06-28,11059.15,11114.2,10986.7,11054.05,6269822,13131170
2011-06-29,11110.35,11170.35,11090.55,11153.35,6321710,15016680
2011-06-30,11183.25,11271.35,11149.2,11244.65,6375648,21618210
2011-07-01,11359.95,11359.95,11190,11255,6386421,11998930
2011-07-04,11379.05,11401,11322.05,11379.8,6464495,9317487
2011-07-05,11385.05,11431.7,11302.6,11406.1,6489667,10356880
2011-07-06,11379.2,11404.7,11255.05,11283.05,6423769,8669513
2011-07-07,11298,11446.55,11232.15,11426.1,6506352,12349560
2011-07-08,11431.95,11451.25,11270,11285.15,6446326,13197990
2011-07-11,11275,11275,11106.85,11135.5,6351782,9527594
2011-07-12,11040.7,11131.75,10941.3,11022.55,6286730,11871390
2011-07-13,11065.2,11164.25,11060.9,11142.25,6355965,8532264
2011-07-14,11121.4,11385.35,11072.5,11263.8,6427591,13053620
2011-07-15,11249.4,11334.6,11195.5,11234.55,6414627,7557827
2011-07-18,11234.7,11277.45,11176.85,11228.85,6421248,6119511
2011-07-19,11230.05,11353.75,11204.75,11313.85,6474926,9778548
2011-07-20,11372.15,11388.5,11142.4,11164.7,6394428,8111095
2011-07-21,11159.1,11193.05,11021.7,11049.8,6324674,9788830
2011-07-22,11110.75,11309.45,11105.7,11291.95,6460403,15921320
2011-07-25,11286.25,11433.1,11233.35,11391.8,6515586,14261460
2011-07-26,11397.95,11430.75,11068.2,11114.55,6358632,18784830
2011-07-27,11126.7,11139.65,10961.95,11000.15,6282614,15109020
2011-07-28,10902.6,10954.25,10799.85,10828.5,6179516,17972170
2011-07-29,10820.65,10968.8,10758.4,10893.65,6193836,15813210
2011-08-01,11014.15,11064.9,10882.05,10939,6210283,9456020
2011-08-02,10902.55,10902.55,10720.3,10743.3,6094059,10987590
2011-08-03,10647.9,10686.4,10545.15,10639.55,6049043,12143500
2011-08-04,10682.45,10765.95,10515.05,10537.05,5992800,10311860
2011-08-05,10306.1,10392.25,10150.3,10354.5,5900552,17464670
2011-08-08,10121.4,10481.5,10072.45,10232.3,5846171,14006000
2011-08-09,9952.2,10424.25,9920.8,10196.55,5833687,21052460
2011-08-10,10516.45,10516.45,10393.7,10463.2,5978656,12513060
2011-08-11,10419.4,10516.9,10323.5,10338.8,5916186,12189660
2011-08-12,10469.15,10469.15,10131.65,10182.7,5814541,15110370
2011-08-16,10315.1,10315.1,10023,10056.4,5739747,14126990
2011-08-17,10050,10173.1,9869.75,9953.2,5679676,15932100
2011-08-18,9987.6,10002.3,9564.95,9601.5,5482814,19914200
2011-08-19,9452.7,9587.7,9280.25,9404.85,5381917,21162670
2011-08-22,9422.65,9466.1,9224.95,9407.35,5372674,13734190
2011-08-23,9474.05,9523,9303.35,9488.7,5421587,14141010
2011-08-24,9453.05,9561.9,9275.15,9331.85,5318508,14922220
2011-08-25,9393.35,9401.15,9134.95,9177.25,5233951,21656810
2011-08-26,9186.4,9217.7,8917.95,8974.55,5098861,14101370
2011-08-29,9099.85,9378.1,9099.85,9342.45,5301050,12117050
2011-08-30,9466.3,9565.3,9355.15,9533.4,5398385,14545830
2011-09-02,9707.45,9707.45,9490,9581.35,5412134,18041350
2011-09-05,9509,9630.05,9448.75,9614.05,5444488,14407950
2011-09-06,9556.95,9695.45,9364.6,9657.6,5459629,18705750
2011-09-07,9698.4,9906.8,9683.95,9858.9,5584201,14447440
2011-09-08,9888.55,9940.25,9749.2,9920.05,5607795,14611810
2011-09-09,9947.1,9972,9647.6,9678.7,5472474,16281170
2011-09-12,9550.95,9550.95,9347.15,9395.25,5308425,13625840
2011-09-13,9454.45,9567.5,9260.9,9339.7,5280372,13977400
2011-09-14,9365.05,9507.35,9267.55,9472.45,5341185,16078990
2011-09-15,9569.35,9708.8,9390.1,9660.35,5461387,15019610
2011-09-16,9744.65,9798.75,9590.15,9720.25,5498091,24178310
2011-09-19,9664.35,9664.35,9545.85,9583.55,5425381,8754389
2011-09-20,9589.35,9848.65,9578.6,9812.7,5559301,11545100
2011-09-21,9838.6,9962.95,9809.3,9929,5616829,15714190
2011-09-22,9756.2,9756.2,9489.7,9520.6,5393161,12901690
2011-09-23,9418.7,9540.8,9284.65,9375.7,5339481,19085590
2011-09-26,9373.95,9467.75,9165.8,9384.5,5341141,15788030
2011-09-27,9528.3,9661.5,9528.3,9619.95,5472507,12047660
2011-09-28,9670.45,9675.65,9449,9512.15,5415008,13124970
2011-09-29,9467.55,9688.65,9406.35,9653.4,5470416,16937970
2011-09-30,9600.35,9635.65,9420.65,9468.3,5358803,14698360
2011-10-03,9332.6,9332.6,9156.45,9185.9,5212015,11280440
2011-10-04,9135.05,9240.15,8818.05,8913.35,5064778,21034490
2011-10-05,8930.75,8991.8,8626.45,8701.3,4946200,23964720
2011-10-07,8970.55,9120.05,8970.55,9038.25,5113622,16856290
2011-10-10,9051,9190.85,8982.9,9168.9,5208029,13885180
2011-10-11,9262.1,9363.2,9148.1,9178.65,5226706,14437900
2011-10-12,9240.4,9514.2,9193.75,9482.3,5411288,19809860
2011-10-13,9594,9685.05,9547.1,9591.25,5461505,19847080
2011-10-14,9548.25,9691.85,9526.95,9660.4,5495830,15355180
2011-10-17,9717.35,9788.2,9666.35,9721.3,5519982,11235210
2011-10-18,9625.55,9634.55,9492.95,9583.9,5445734,10290490
2011-10-19,9673,9865.85,9673,9841.35,5583326,10105260
2011-10-20,9722.85,9763.8,9618.35,9746.4,5550518,11439940
2011-10-21,9767.4,9811.35,9678.4,9695.35,5523419,10241480
2011-10-24,9819.5,9916.6,9606.75,9647.85,5481401,15060160
2011-10-25,9709.85,9817.1,9323,9511.6,5388206,40384960
2011-10-26,9574.55,9607.3,9523.7,9546.6,5419453,3117573
2011-10-28,9837.95,9932.4,9837.35,9917.05,5605775,21480450
2011-10-31,9932,10080.05,9826.8,9989.65,5653262,18755990
2011-11-01,9898.4,9984.35,9782.7,9822.25,5594698,16869820
2011-11-02,9739.1,9888.7,9726.75,9781.05,5577310,13467930
2011-11-03,9743.85,9814.65,9648.65,9782.5,5595482,15249920
2011-11-04,9887.9,9914.1,9808.1,9836.35,5628909,12569670
2011-11-08,9855.95,9893.95,9732.85,9852.55,5641164,12255260
2011-11-09,9896.15,9896.15,9565.1,9592.65,5472475,28781040
2011-11-11,9553,9571.85,9270.35,9292.55,5320927,23264370
2011-11-14,9416.35,9458.35,9254.3,9275,5293892,13856440
2011-11-15,9254.75,9308.5,9062.4,9085.7,5194067,14451750
2011-11-16,9055.6,9145.65,8957.05,9061.55,5191382,15144400
2011-11-17,9049.3,9124.9,8899.65,8930.9,5114886,13427230
2011-11-18,8867.8,8872.65,8706,8850.25,5063885,16900530
2011-11-21,8806.7,8806.7,8522.3,8554.15,4906126,12542920
2011-11-22,8603.85,8698.2,8544.05,8611.7,4938161,16536510
2011-11-23,8556.4,8556.4,8240.45,8399.3,4826214,16873560
2011-11-24,8412.55,8504.4,8276.75,8472.5,4873140,18479550
2011-11-25,8438.2,8558.6,8360.55,8488.6,4898564,16342740
2011-11-28,8598.7,8809.95,8598.7,8793.15,5078162,13362910
2011-11-29,8824.55,8843.9,8587.45,8623.9,4976698,17125270
2011-11-30,8529.05,8704.1,8490.35,8564.1,4953098,44930310
2011-12-01,8872.8,9033.85,8821.5,8895.3,5121881,18364420
2011-12-02,8924.15,9200.65,8859.65,9172.75,5277876,17489030
2011-12-05,9154.9,9215.4,9073.8,9173.75,5296183,14256560
2011-12-07,9235.35,9273.1,9133.55,9176.25,5310308,16934220
2011-12-08,9126.45,9153.4,8871.25,8915.7,5162497,17240650
2011-12-09,8786.35,8932,8689.85,8811.1,5115159,18091020
2011-12-12,8900.9,8920.25,8504.45,8543.4,4954395,16111660
2011-12-13,8475.85,8642.35,8393.3,8571.95,4966623,16015140
2011-12-14,8549.55,8696.9,8482.95,8533,4946264,20447860
2011-12-15,8449.45,8509.5,8375.65,8445.1,4888293,18462050
2011-12-16,8482.25,8602.8,8127.2,8171.9,4734970,23442550
2011-12-19,8122.25,8122.25,7801.55,7920.75,4583933,20449880
2011-12-20,7948.45,7961.7,7766.35,7798.55,4480176,16438350
2011-12-21,7999,8235.65,7936,8189.15,4678537,16670710
2011-12-22,8106.2,8415.7,8064.15,8384.65,4783050,18702780
2011-12-23,8406.2,8451.95,8253.45,8296.45,4728923,13428020
2011-12-26,8301.35,8420.2,8292.65,8374.55,4770098,7426132
2011-12-27,8348.55,8365.75,8223.85,8275.5,4707096,8152707
2011-12-28,8256.1,8256.1,8053.15,8111.4,4617870,9487235
2011-12-29,8050.3,8137.4,7986.75,8027.4,4589991,15189130
2011-12-30,8073.2,8120.15,7925.15,7968.65,4553999,9252549
2012-01-02,8009.85,8028.45,7888.25,7995.05,4561421,7439738
2012-01-03,8072.8,8356.35,8072.8,8340.3,4767597,10186410
2012-01-04,8388.95,8453.4,8294.35,8408.4,4788370,13484150
2012-01-05,8421.5,8516.15,8394.25,8454.9,4811667,12519050
2012-01-06,8397.35,8586.65,8297.55,8488.25,4819310,11007000
2012-01-07,8471.15,8480.4,8436.45,8452.8,4804168,899991
2012-01-09,8450.4,8517.8,8329.9,8481.35,4814057,10514250
